"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Late-demographic dividend","LTE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2793.55088844424","2906.46079102688","2975.22668101274","3163.0458124582","3337.09986054291","3564.88808685424","3771.0464322829","3991.78422837454","4077.12754770776","4277.78560298811","4675.43567881177","4984.5310452902","5342.72280518243","5802.87261272238","6421.90060163","7095.19141262151","8103.21903407074","9142.25077261196","10076.7160733411","10418.081743587","11305.1150508392","12333.6756936639","13213.0642483097","13924.470018207","14485.5980529099","14486.1912220925","14934.2045791415","15775.3198187549","16904.2653717367","17904.3264081326","17992.2107395245",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5910","6300","6930","7590","7630","8300","9310","10370","11760","12740","14300","16160","18350","20070","18540","19980","22220","23930","26130","27850","27790","29820","32540","35220","37420","",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28710","32050","32770","33840","34100","37470","38760","41270","41720","46240","49060","50290","49690","48960","58660","63000","63430","72680","71610","55760","61800","63530","63710","63840","67290","67570","70450","72410","74310","","",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5540","5830","6530","7110","7330","8020","9060","10090","10970","11990","13730","15400","17640","19270","18160","17830","19860","21260","22760","23830","24840","26670","28580","30290","31590","",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27390","28570","32390","33880","35220","35960","35070","34770","32620","30970","31980","35650","38330","41910","51380","55240","60400","76400","70570","71770","87830","103410","112800","127480","128420","103910","103630","112320","119990","117340","",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2480","2690","2650","2640","2940","2790","3170","3130","3370","3410","3510","3810","3950","4220","4510","4770","5220","5500","5870","6020","6240","6600","6570","6820","6450","6890","6980","7170","7480","7700","7190",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3170","3280","3050","3030","3240","3600","4040","4470","5030","5590","5950","6170","6830","6230","6860","7390","8050","9170","9590","9790","11200","12320","13270","14280","13520",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1080","1100","1120","1100","1110","1130","1160","1180","1220","1270","1340","1150","1250","1320","1370","1440","1550","1640","1530","1510","1530","1490","1490","1520","1500","1550","1540","1600","1620","1540",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5880","6340","6830","7310","7720","8060","7880","8380","9350","9970","8700","11040","10410","11690","10800","11180","12110","12400","13140","14460","15410","16010","16630","17460","18340","12840",
"Middle East & North Africa","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7920.32533832553","8699.58571695483","9118.33581171565","9353.09404295097","9410.3605564399","9589.99882864762","9941.15242591595","10211.4394461338","10721.6231916063","10820.7111599667","11532.5364851393","11763.9074038724","11811.118361804","12335.7422315478","13463.1781743146","14178.218988875","15222.4246404337","16174.7727096818","16842.340911725","16655.5372717498","17220.1842886516","17790.0072694436","18407.1294784615","18321.5640984774","18013.7765381082","16259.677440215","15947.451058187","16581.2536396668","16801.7366115292","16876.3117537372","16356.1964254428",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7870","8370","8750","8360","8800","8170","8770","9460","9910","10220","10850","10920","10990","11280","11910","12390","13600","14050","14710","14310","15080","16260","16830","16870","17610","17830","18810","19210","19710","19860","18170",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3420","2990","2880","3000","3070","3180","3400","3430","3380","3440","3680","3650","3880","3580","3770","3910","3950","3740","4070","4270","4670","4580","4710","4910","5130","",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2574.73897701609","2681.0628007567","2755.27107247015","2862.38140583871","2966.27127663017","3107.9479892372","3284.50811743891","3449.42879731286","3464.1127967672","3600.03381438373","3853.5942109133","4049.08618633577","4259.16873524739","4545.07868243191","4968.99190397813","5417.09388866294","6055.70799222082","6695.89592902836","7226.18323776416","7431.2410170891","7989.41880909841","8571.24959941201","9101.18448294905","9511.17861497478","9833.68442041383","9907.94529081909","10218.6272067765","10744.5303947408","11387.0008594475","11892.5021087704","11649.3414056986",
"North Macedonia","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5460","5340","4990","4780","4840","4910","5030","5150","5360","5600","6020","5980","6230","6420","7040","7620","8550","8810","10290","10840","11130","11400","11580","12350","13120","13390","14480","15030","15970","16770","16280",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","910","880","900","920","920","980","1020","1080","1130","1120","1240","1240","1370","1390","1480","1540","1580","1640","1650","1720","1760","1700","1750","1860","1990","2130","2170","2270","2330","2250",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9700","10240","10710","11230","11780","12660","13170","13950","14310","15340","17670","18630","19750","20820","21440","21630","22340","23780","26110","25260","27270","28290","28820","30690","32560","35380","36000","38300","41160","43240","38800",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430","430","480","510","560","600","640","680","720","800","920","1040","1170","1340","1550","1800","2080","2380","2660","2940","3240","3470","3580","3890","4080","4280","4370","4600","5000","5150","4650",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4705.21637230645","5070.55588843412","5308.96568772385","5465.06303486056","5525.10436225886","5663.88244122815","5980.21018237175","6183.16794170221","6578.50056208995","6834.24651190431","7325.41581327572","7564.83237846339","7749.97716939553","7886.11075296942","8599.70863103482","8997.03556902788","9673.14493274205","10439.960305028","10907.2948505042","11040.5130741801","11473.4188962186","11383.194668394","11704.2916222906","11576.0898670413","11205.5741836396","10507.6647956777","10496.4463327874","10804.2823252447","10886.0681753703","10881.1754387587","10570.1764279839",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6310","7110","7500","7760","8240","8410","10620","12590","14020","13060","13550","14590","14100","15160","15580","16690","18360","20090","21800","23420","20870",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3290","3100","2800","2710","2840","3070","3200","3350","3510","3640","3710","3880","4080","4390","4940","5310","5910","6540","7090","6860","6970","8180","9440","9950","10160","9880","9860","9720","10950","11400","10930",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","270","300","310","310","350","390","420","470","460","510","510","590","640","670","710","780","830","890","930","1000","1030","1080","1130","1270","1330","1250","1290","1310","1250",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2560","2630","2660","2790","2690","2950","3250","3090","3140","3230","3070","2940","3100","3280","3420","3700","4210","4140","4120","4100","4040","4120","4140","4350","4130","4080","4610","5000","5140","5350","5240",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4900","5290","5700","6040","6290","6650","7040","7520","7970","8210","9000","9490","9720","10330","11030","11520","12500","13780","14600","14990","15560","16340","17570","19240","19920","20860","22390","23540","25460","26790","22390",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","510","480","540","480","570","620","640","650","660","670","640","640","670","710","740","780","860","910","960","1010","1050","1010","1080","1050","980","1020","1420","1480","1550","1540",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6530","7140","7730","8520","9270","10150","11090","11710","10690","11050","11870","12030","12720","13600","14650","15730","17040","18390","19110","18810","19860","21190","22140","22690","23790","24130","24840","25910","27340","28780","27370",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23098.6195632533","23545.2219241582","24516.0948654804","25321.9945711325","26638.2305416801","27811.988166341","29203.8937010638","30809.4520952699","32361.891080465","33958.1893409307","35998.4452888357","36886.0151140775","37625.2010006346","38940.4299670694","41186.7997435604","43678.1579671112","46215.5732699246","47368.3650077026","47456.5610594238","46086.4234513914","47960.7720588898","49840.5221954061","51958.6596078336","53266.6550464852","55539.4808343091","56860.8260893185","57709.7200033603","60032.0476721057","62617.6808112011","64416.5214622962","",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3770","4170","4340","4250","4310","4580","4600","4760","4910","4920","5230","5280","5630","6080","6670","6750","7380","7670","7890","7810","8060","8590","8970","9710","10410","10620","10220","9990","10020","10010","9220",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770","770","770","770","770","780","780","780","850","830","810","860","890","890","890","950","1000","1020","1070","1060","1120","1140","1200","1170","1190","1200","1190","1210","1280","1330","1210",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","1970","2030","1930","1920","1960","2040","2090","2090","2140","2090","2290","2590","2730","2990","3180","3610","3750","3970","4180","4450","4650","4740","4970","5320","5280","5120","5030","5040","5180","5000",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1960","1790","1750","1770","1810","1990","2150","2270","2390","2550","2670","2760","2800","2890","3090","3310","3480","3720","3870","3710","3870","4150","4250","4390","4760","5090","5420","5690","5570","5470","5410",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19000","20040","20610","21370","22490","23750","24870","26260","27630","29670","32460","33040","34350","34480","35980","37110","41280","43870","45110","44150","45210","47250","48080","49910","49110","50330","51520","55500","58560","59700","",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17900","18920","20140","21040","22590","24010","26460","28300","27860","30290","36450","37800","38080","38770","42600","48320","54130","55690","61440","55720","58590","62670","65910","67670","67980","62880","61520","66400","72330","70330","66020",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","920","960","990","1070","1100","1150","1200","1220","1270","1360","1430","1430","1490","1580","1670","1770","1860","1990","2080","2190","2300","2520","2720","2990","3040","3030","3600","3890","4160","4060",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4930","5500","6310","7200","8150","9110","12350","15420","17970","18560","18160","18730","20770","",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14240","13580","13950","14810","15930","16780","17090","17990","18460","19350","20290","21360","22130","22820","23670","24020","25880","27260","27660","29440","29690","31220","31620","34810","35790","36240","38670","40700","42360","43950","",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16410.4382772312","17063.9945083187","17696.7625706534","18152.3879320464","18977.6541099716","19716.7436809034","20651.0910425449","21668.7920294124","22304.6349551491","23172.8624381838","24678.808499016","25440.2044449261","26178.5903195159","26914.913068695","28390.9114819687","29784.7808719671","31850.0891407899","33194.1918042375","33890.5254540083","33073.2169033641","34502.543877908","36036.9058927679","37151.720625757","38387.7831817694","39622.4525748652","40670.993631726","41917.207815572","43596.3724275405","45224.1876784602","46432.8544585409","",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22410","23760","24750","25740","26290","27580","28430","30420","31490","31800","34410","36080","35670","35430","36300","36710","39380","40980","42490","42770","41500","40780","41890","40350","36570","30100","28000","27770","27110","26160","",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10600.4626791786","11214.4979029716","11699.9437900246","12293.6967347728","13197.8702780166","13965.9111846252","16333.5634001461","18149.972988786","19567.6501281395","19290.0474815656","20598.8018393309","22567.670610435","24011.1685126153","24527.5478657307","24403.5329846572","21193.8608076924","20666.3376570428","22150.3387070998","22554.876049174","22978.1041736522","21522.2324534536",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890","1990","2130","2160","2220","2310","2400","2390","2400","2470","2560","2630","2670","2830","3060","3290","3510","3680","3730","3770","3820","3940","3960","4040","4170","4300","4330","4500","4770","4790","4770",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4870","5250","5770","6240","6500","6490","6770","7100","7530","7690","8040","8060","8490","8580","9150","9780","10740","12300","13510","13640","13960","15990","17410","19480","20900","23700","25840","28610","29530","30550","25010",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3160","3390","3370","3550","3970","4260","4440","4730","4730","4790","4930","5040","5310","5520","5780","6200","6680","7410","8250","8390","9020","9700","10090","10710","10990","11180","11520","11930","12430","12820","11490",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2620","2660","2700","2770","2920","3050","3240","3440","3680","3750","3760","3890","4010","4200","4500","4800","5090","5460","5730","5880","6260","6500","6990","7390","7760","8010","8560","9020","9650","10220","9040",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11010","11880","12350","11740","12390","13460","14130","15310","15140","14060","14580","16030","16760","16540","17690","19200","19490","18970","20320","19530","",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1560","1710","2020","2160","2100","2200","2140","2020","2020","2000","1970","1970","1950","2050","2230","2250","2490","2520","2590","2820","2780","3040","3050","3700","3890","4100","4200","4180","4340","4240",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5850","5710","5910","6300","6860","7550","8190","8860","9410","9960","10630","11090","11760","12160","12920","13650","14810","16210","17980","18670","20340","22010","22860","23740","24520","25880","27210","28820","30650","32790","33220",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1316.39449773722","1345.64446751444","1346.18781094777","1370.47247241073","1372.89581753069","1437.09883098757","1516.47465044252","1610.97383266343","1720.11731173459","1797.15204450106","1871.519338117","1951.99721799827","2004.83054373617","1910.54468164438","2175.32830907121","2267.97049476261","2490.68388273892","2634.23646262865","2806.05503744222","2895.4955866612","3029.93819121724","3121.13080361132","3242.42968142962","3356.97400407152","3473.91618130886","3332.78106691964","3324.31714120084","3416.62587752666","3469.00322096265","3557.86668986623","3419.13793667331",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9480","9960","10250","10830","11260","11840","12240","12970","13310","14430","15410","15840","16040","16470","18700","19180","19830","20690","20590","20160","20210","20840","21840","22320","22620","22900","23040","22940","23570","24470","24010",
"Korea, Dem. People's Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11740","12730","13230","13270","13580","14480","14970","15760","16640","17660","18580","19200","20050","20620","21190","22420","23950","24960","25770","25590","26410","26340","25810","27560","28150","28870","30840","32270","34080","35940","33980",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6020","6430","6430","6380","6230","5820","5890","6040","5850","6260","6530","7180","8020","8690","8590","9520","10130","9580","10620","11040","11050","11560","12170","12700","12760","12590",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470","2600","2540","2870","3340","3570","3100","2710","2310","2610","3150","3590","3600","3800","4030","4200","4360","4780","5610","5810","6090","6680","7080","7250","7580","7660","6620",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2866.175322255","2900.54725940758","3081.39879272338","3172.2821225958","3322.5280978307","3524.12727412018","3655.73718043499","3611.35096183634","3652.17579115857","3870.74978058447","3979.66222095269","4000.89329304776","4138.84383554297","4204.7395747196","4458.00762656727","4658.91678780385","4676.02386485177","4819.84188261274","4904.22843050504","4882.25271305548","4960.7748615735","5162.18690411915","5349.76562262955","5756.23028266693","6324.92103749706","6716.61398722476","6842.77794210783","7062.88346489318","7412.02896241605","7419.74114467201","6320.59923861348",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17816.0305052886","18514.3932095606","19147.1026092896","19618.3150814981","20511.185341879","21354.1826569838","22320.0771110439","23401.2651467096","24273.1190375243","25331.0687084602","27023.223566336","27996.4575186929","28893.1533126982","29806.2822973574","31480.1565814822","33066.9486426362","35325.3139262589","36840.5102309891","37555.2066495971","36620.1358413954","38165.1363159926","39735.8006594844","40961.3885195392","42362.4570671221","43645.1297771373","44696.9484934512","46052.2416114223","48028.6312276968","49988.9228829742","51475.6710407104","",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89190","95060","98680","100940","105810","95760","114330","116350","117680","110640","118390","128340","132440","131020","123250","90920","82490","91500","91250","91500","88070",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5250","4790","4490","4660","4960","5380","5680","5510","5480","5530","5810","6490","7090","7380","8610","9320","11160","12990","16410","16430","16790","17670","18540","19490","20560","21380","23950","26760","28710","31840","31410",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8010","7840","6800","6350","5710","5570","5440","5580","5230","5680","6650","7260","7880","8970","10010","11540","14480","16280","19600","18760","19860","22130","23560","25170","24910","23420","23460","25230","27980","28260","27550",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","570","660","660","350","500","550","600","610","600","630","670","750","770","830","930","1020","1100","1210","1270","1340","1440","1470","1520","1670","1770","1830","1910","2060","2240","2160",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1231.59161997474","1267.88130911964","1342.28734458884","1404.61212559832","1490.29348909595","1595.17959690278","1702.46645296636","1761.83742637903","1843.61159193607","1979.29661052485","2061.64976186785","2163.65055458976","2240.66642900606","2406.96047072643","2616.96136641612","2854.5707546407","3116.62055963115","3387.74141788124","3507.36370132584","3724.84092403428","3984.14769600016","4223.54971238188","4542.63963528242","4722.5014101996","4897.18459791323","5104.51285007157","5375.61637489313","5727.57367089096","6169.48194402658","6462.56987707023","6058.26957884886",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33310","37650","38540","38180","37710","38070","38390","38700","39860","38290","40070","39620","37930","41580","44900","47550","49050","50150","52960","50940","52220","56940","58220","56920","56940","49900","46590","48040","49210","49440","47790",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040","1050","1150","1230","1270","1340","1450","1600","1640","1650","1740","1850","1950","2060","2130","2290","2370","2760","2860","2960","3260","3430","3590","3510","4450","4320","4460","4270","4360","4140","3970",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1510","1560","1580","1580","1560","1650","1690","1730","1810","1900","1970","2060","2030","2140","2250","2360","2430","2500","2580","2580","2630","2630","2690","2700","2780","2910","3000","3110","3300","3410","3400",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23600","25170","27060","29450","33130","35380","36650","40100","38160","40460","43570","42850","44220","47460","51020","55400","62180","66820","65090","62720","74480","77300","78420","78530","81490","81040","83760","88090","88930","90320","86480",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1340","1410","1590","1670","1800","1960","1970","1930","1920","1850","1620","1500","1410","1500","1630","1730","1770","1800","1850","1880","2060","2160","2240","2460","2430","2400","2470","2610","2730","2740","2680",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","750","600","660","620","630","670","640","630","630","670","620","770","820","860","890","930","1070","1150","1180","1150","1190","1450","1740","1750","1570","1420","1590","1580","1770","1670",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2840","2940","3200","3420","3630","3840","3890","4030","4150","4230","4350","4460","4550","4650","4790","5050","5440","5670","5930","5770","5950","6270","6270","6570","6900","7240","7620","7980","8320","8710","8050",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680","730","820","860","860","880","900","870",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5720","6000","5540","6020","6490","7200","7590","8410","9070","10070","10870","12280","12360","12540","13220","13480","14060","14100","14240","14990","15540","16830","17910","18650",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1596.20863647943","1628.85807558502","1586.44440133629","1582.2199280277","1596.4627460568","1667.99119538233","1744.01107227255","1802.36146043183","1815.90418378652","1839.91637574829","1864.88817279891","1945.96285161398","2048.88632971996","2113.99276638929","2251.52717386993","2404.96959731341","2606.94975364665","2753.99770525858","2869.86570044486","2930.88048279523","3056.90708815196","3160.12671702393","3200.59357252556","3360.73167257508","3549.24377853522","3579.88525825715","3602.24060144735","3655.49796557944","3740.15942504601","3821.45249379578","3700.30829080147",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1630","1460","1980","1280","1080","","","","","",
